run_id,measured_role,sample_index,time_s,current_a
p01-keysight-responder-r01,responder,364,7.28,0.00113376492
p01-keysight-responder-r01,responder,365,7.3,0.00103818714
p01-keysight-responder-r01,responder,366,7.32,0.00111947443
p01-keysight-responder-r01,responder,367,7.34,0.00107385097
p01-keysight-responder-r01,responder,368,7.36,0.000982880092
p01-keysight-responder-r01,responder,369,7.38,0.00107382111
p01-keysight-responder-r01,responder,370,7.4,0.00102648142
p01-keysight-responder-r01,responder,371,7.42,0.000978834315
p01-keysight-responder-r01,responder,372,7.44,0.00105818604
p01-keysight-responder-r01,responder,373,7.46,0.00104444765
p01-keysight-responder-r01,responder,374,7.48,0.00091750727
p01-keysight-responder-r01,responder,375,7.5,0.0010268327
p01-keysight-responder-r01,responder,376,7.52,0.00107000022
p01-keysight-responder-r01,responder,377,7.54,0.000953777587
p01-keysight-responder-r01,responder,378,7.56,0.00105474224
p01-keysight-responder-r01,responder,379,7.58,0.00106870564
p01-keysight-responder-r01,responder,380,7.6,0.0010183526
p01-keysight-responder-r01,responder,381,7.62,0.00107530597
p01-keysight-responder-r01,responder,382,7.64,0.00112713461
p01-keysight-responder-r01,responder,383,7.66,0.000983266903
p01-keysight-responder-r01,responder,384,7.68,0.00109938733
p01-keysight-responder-r01,responder,385,7.7,0.00110390974
p01-keysight-responder-r01,responder,386,7.72,0.00101494167
p01-keysight-responder-r01,responder,387,7.74,0.00105064612
p01-keysight-responder-r01,responder,388,7.76,0.00111720438
p01-keysight-responder-r01,responder,389,7.78,0.00098550212
p01-keysight-responder-r01,responder,390,7.8,0.00106914037
p01-keysight-responder-r01,responder,391,7.82,0.00112041472
p01-keysight-responder-r01,responder,392,7.84,0.00105103629
p01-keysight-responder-r01,responder,393,7.86,0.00106244131
p01-keysight-responder-r01,responder,394,7.88,0.0011386342
p01-keysight-responder-r01,responder,395,7.9,0.000997271041
p01-keysight-responder-r01,responder,396,7.92,0.00110095634
p01-keysight-responder-r01,responder,397,7.94,0.00114675237
p01-keysight-responder-r01,responder,398,7.96,0.0010483565
p01-keysight-responder-r01,responder,399,7.98,0.00108372171
p01-keysight-responder-r01,responder,400,8,0.00116143522
p01-keysight-responder-r01,responder,401,8.02,0.00100758658
p01-keysight-responder-r01,responder,402,8.04,0.00106770748
p01-keysight-responder-r01,responder,403,8.06,0.00110049939
p01-keysight-responder-r01,responder,404,8.08,0.00104311314
p01-keysight-responder-r01,responder,405,8.1,0.00107348858
p01-keysight-responder-r01,responder,406,8.12,0.00110297489
p01-keysight-responder-r01,responder,407,8.14,0.0010442539
p01-keysight-responder-r01,responder,408,8.16,0.00104474314
p01-keysight-responder-r01,responder,409,8.18,0.0011322083
p01-keysight-responder-r01,responder,410,8.2,0.00104003266
p01-keysight-responder-r01,responder,411,8.22,0.00105390589
p01-keysight-responder-r01,responder,412,8.24,0.00113079913
p01-keysight-responder-r01,responder,413,8.26,0.00102844337
p01-keysight-responder-r01,responder,414,8.28,0.00104585068
p01-keysight-responder-r01,responder,415,8.3,0.0011328303
p01-keysight-responder-r01,responder,416,8.32,0.00104930895
p01-keysight-responder-r01,responder,417,8.34,0.0010472404
p01-keysight-responder-r01,responder,418,8.36,0.00111027696
p01-keysight-responder-r01,responder,419,8.38,0.00103373384
p01-keysight-responder-r01,responder,420,8.4,0.00103515029
p01-keysight-responder-r01,responder,421,8.42,0.00113224279
p01-keysight-responder-r01,responder,422,8.44,0.00105378251
p01-keysight-responder-r01,responder,423,8.46,0.00102707367
p01-keysight-responder-r01,responder,424,8.48,0.00111258938
p01-keysight-responder-r01,responder,425,8.5,0.00103431614
p01-keysight-responder-r01,responder,426,8.52,0.0010267592
p01-keysight-responder-r01,responder,427,8.54,0.00115179434
p01-keysight-responder-r01,responder,428,8.56,0.00103790832
p01-keysight-responder-r01,responder,429,8.58,0.00102008491
p01-keysight-responder-r01,responder,430,8.6,0.00114309781
p01-keysight-responder-r01,responder,431,8.62,0.00102377223
p01-keysight-responder-r01,responder,432,8.64,0.000979258048
p01-keysight-responder-r01,responder,433,8.66,0.00107812094
p01-keysight-responder-r01,responder,434,8.68,0.00104495715
p01-keysight-responder-r01,responder,435,8.7,0.00102016894
p01-keysight-responder-r01,responder,436,8.72,0.00111014455
p01-keysight-responder-r01,responder,437,8.74,0.00104937781
p01-keysight-responder-r01,responder,438,8.76,0.00102644172
p01-keysight-responder-r01,responder,439,8.78,0.00113186419
p01-keysight-responder-r01,responder,440,8.8,0.00101447245
p01-keysight-responder-r01,responder,441,8.82,0.000995117769
p01-keysight-responder-r01,responder,442,8.84,0.00115365583
p01-keysight-responder-r01,responder,443,8.86,0.00103394622
p01-keysight-responder-r01,responder,444,8.88,0.000969931872
p01-keysight-responder-r01,responder,445,8.9,0.00110723953
p01-keysight-responder-r01,responder,446,8.92,0.00104178129
p01-keysight-responder-r01,responder,447,8.94,0.00103375965
p01-keysight-responder-r01,responder,448,8.96,0.00113821741
