run_id,pair_id,board_id,event_path,role,trial_id,stage,duration_ms,source_file,source_line
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_1_update,16.746000,results\COM10_2026_09_15.14.13.01.333.txt,296
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_2_encoder,1741.069000,results\COM10_2026_09_15.14.13.01.333.txt,297
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_2_head_forward_backward,12.157000,results\COM10_2026_09_15.14.13.01.333.txt,298
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,local_step_2_update,16.930000,results\COM10_2026_09_15.14.13.01.333.txt,299
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,24,end_to_end,3540.150000,results\COM10_2026_09_15.14.13.01.333.txt,300
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_1_encoder,1740.435000,results\COM10_2026_09_15.14.13.01.333.txt,302
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_1_head_forward_backward,12.373000,results\COM10_2026_09_15.14.13.01.333.txt,303
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_1_update,17.009000,results\COM10_2026_09_15.14.13.01.333.txt,304
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_2_encoder,1740.298000,results\COM10_2026_09_15.14.13.01.333.txt,305
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_2_head_forward_backward,12.565000,results\COM10_2026_09_15.14.13.01.333.txt,306
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,local_step_2_update,16.776000,results\COM10_2026_09_15.14.13.01.333.txt,307
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,25,end_to_end,3539.495000,results\COM10_2026_09_15.14.13.01.333.txt,308
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,26,local_step_1_encoder,1740.492000,results\COM10_2026_09_15.14.13.01.333.txt,310
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,26,local_step_1_head_forward_backward,12.611000,results\COM10_2026_09_15.14.13.01.333.txt,311
